id,name,type,printed,info,info_long,version,author_id,cat_id,date_built,author_page_start
2,النوازل في الرضاع,4,3,"الكتاب: النوازل في الرضاع
إعداد: عبد الله بن يوسف بن عبد الله الأحمد
رسالة ماجستير: جامعة الإمام محمد بن سعود الإسلامية - المعهد العالي للقضاء - قسم الفقه المقارن
إشراف: د. عبد العزيز بن عبد الله البخيت، الأستاذ المساعد في قسم الفقه المقارن بالمعهد العالي للقضاء
العام الجامعي: ١٤٣٧ - ١٤٣٨ هـ
عدد الصفحات: ٦٠١",,2.0,3053,19,1686325770,1
